Time,State,Board Temp (C),Deploy Percent (%),Altitude,Velocity,Linear Acceleration X,Linear Acceleration Y,Linear Acceleration Z,Quarterion W,Quarterion X,Quarterion Y,Quarterion Z
30107812743,4,27.14,0,1344.81,0.03,0.10,-0.05,0.04,0.30,0.70,-0.18,-0.63
30107936405,4,27.14,0,1344.81,0.02,0.08,-0.03,0.00,0.30,0.70,-0.18,-0.63
30108061419,4,26.67,0,1342.81,-4.67,0.09,-0.03,0.03,0.30,0.70,-0.18,-0.63
30108186405,4,27.14,0,1342.81,-3.19,0.09,-0.05,0.01,0.30,0.70,-0.18,-0.63
30108311418,4,26.67,0,1342.81,-2.11,0.09,-0.04,0.01,0.30,0.70,-0.18,-0.63
30108436416,4,27.14,0,1342.81,-1.45,0.09,-0.06,0.02,0.30,0.70,-0.18,-0.63
30108561417,4,27.14,0,1342.81,-0.96,0.09,-0.04,0.06,0.30,0.70,-0.18,-0.63
30108686418,4,27.14,0,1342.81,-0.65,0.09,-0.02,0.00,0.30,0.70,-0.18,-0.63
30108812976,4,27.14,0,1342.81,-0.43,0.09,-0.05,0.01,0.30,0.70,-0.18,-0.63
30108936417,4,27.14,0,1342.81,-0.29,0.09,-0.04,0.01,0.30,0.70,-0.18,-0.63
30109061418,4,27.14,0,1342.94,0.09,0.07,-0.05,0.04,0.30,0.70,-0.18,-0.63
30109186415,4,27.14,0,1342.94,0.06,0.10,-0.07,0.03,0.30,0.70,-0.18,-0.63
30109311418,4,26.67,0,1342.94,0.04,0.09,-0.03,0.01,0.30,0.70,-0.18,-0.63
30109436416,4,27.14,0,1342.94,0.03,0.09,-0.06,0.01,0.30,0.70,-0.18,-0.63
30109561418,4,26.67,0,1342.94,0.02,0.09,-0.04,0.03,0.30,0.70,-0.18,-0.63
30109686417,4,27.14,0,1342.94,0.02,0.09,-0.03,0.00,0.30,0.70,-0.18,-0.63
30109812733,4,27.14,0,1342.94,0.01,0.09,-0.05,0.00,0.30,0.70,-0.18,-0.63
30109936420,4,26.67,0,1342.94,0.01,0.09,-0.05,0.04,0.30,0.70,-0.18,-0.63
30110061417,4,27.14,0,1341.75,-2.60,0.09,-0.05,0.03,0.30,0.70,-0.18,-0.63
30110186420,4,26.67,0,1341.75,-1.78,0.10,-0.06,0.01,0.30,0.70,-0.18,-0.63
30110311418,4,27.14,0,1341.75,-1.18,0.08,-0.04,0.03,0.30,0.70,-0.18,-0.63
30110436417,4,27.14,0,1341.75,-0.80,0.07,-0.04,0.00,0.30,0.70,-0.18,-0.63
30110561417,4,27.14,0,1341.75,-0.53,0.09,-0.05,0.00,0.30,0.70,-0.18,-0.63
30110686416,4,27.14,0,1341.75,-0.36,0.09,-0.06,0.00,0.30,0.70,-0.18,-0.63
30110813717,4,26.67,0,1341.75,-0.24,0.09,-0.05,-0.01,0.30,0.70,-0.18,-0.63
30110936416,4,27.14,0,1341.44,-1.13,0.08,-0.03,0.02,0.30,0.70,-0.18,-0.63
30111063111,4,26.67,0,1341.44,-0.75,0.08,-0.04,-0.01,0.30,0.70,-0.18,-0.63
30111186418,4,26.67,0,1341.44,-0.51,0.08,-0.03,0.01,0.30,0.70,-0.18,-0.63
30111314216,4,26.67,0,1341.44,-0.34,0.08,-0.05,0.03,0.30,0.70,-0.18,-0.63
30111436417,4,27.14,0,1341.44,-0.23,0.09,-0.04,0.03,0.30,0.70,-0.18,-0.63
30111564885,4,27.14,0,1341.44,-0.15,0.09,-0.04,0.00,0.30,0.70,-0.18,-0.63
30111686417,4,27.14,0,1341.44,-0.10,0.09,-0.05,0.02,0.30,0.70,-0.18,-0.63
30111812773,4,26.67,0,1341.44,-0.07,0.10,-0.04,0.00,0.30,0.70,-0.18,-0.63
30111936418,4,26.67,0,1342.12,2.03,0.08,-0.04,0.03,0.30,0.70,-0.18,-0.63
30112061417,4,27.14,0,1342.12,1.35,0.09,-0.07,0.01,0.30,0.70,-0.18,-0.63
30112186418,4,27.14,0,1342.12,0.92,0.09,-0.04,0.01,0.30,0.70,-0.18,-0.63
30112311417,4,27.14,0,1342.12,0.61,0.11,-0.04,0.01,0.30,0.70,-0.18,-0.63
30112436419,4,27.14,0,1342.12,0.42,0.09,-0.04,0.02,0.30,0.70,-0.18,-0.63
30112561418,4,26.67,0,1342.12,0.28,0.08,-0.05,0.01,0.30,0.70,-0.18,-0.63
30112686418,4,27.14,0,1342.12,0.19,0.08,-0.08,0.01,0.30,0.70,-0.18,-0.63
30112813276,4,26.67,0,1342.12,0.13,0.09,-0.06,0.01,0.30,0.70,-0.18,-0.63
30112936419,4,26.67,0,1345.38,9.59,0.07,-0.05,0.02,0.30,0.70,-0.18,-0.63
30113062893,4,27.14,0,1345.38,6.36,0.09,-0.06,0.00,0.30,0.70,-0.18,-0.63
30113186417,4,26.67,0,1345.38,4.35,0.09,-0.04,0.00,0.30,0.70,-0.18,-0.63
30113314010,4,27.14,0,1345.38,2.89,0.09,-0.06,0.00,0.30,0.70,-0.18,-0.63
30113436417,4,27.14,0,1345.38,1.98,0.09,-0.06,0.01,0.30,0.70,-0.18,-0.63
30113564891,4,26.67,0,1345.38,1.31,0.10,-0.06,0.00,0.30,0.70,-0.18,-0.63
30113686417,4,27.14,0,1345.38,0.90,0.09,-0.07,0.02,0.30,0.70,-0.18,-0.63
30113812758,4,27.14,0,1345.38,0.60,0.09,-0.03,0.00,0.30,0.70,-0.18,-0.63
30113936417,4,27.14,0,1342.06,-8.97,0.08,-0.06,0.03,0.30,0.70,-0.18,-0.63
30114061418,4,27.14,0,1342.06,-5.94,0.10,-0.05,0.00,0.30,0.70,-0.18,-0.63
30114186420,4,27.14,0,1342.06,-4.06,0.09,-0.05,0.03,0.30,0.70,-0.18,-0.63
30114311416,4,26.67,0,1342.06,-2.69,0.09,-0.06,-0.01,0.30,0.70,-0.18,-0.63
30114436419,4,27.14,0,1342.06,-1.84,0.10,-0.03,0.00,0.30,0.70,-0.18,-0.63
30114561416,4,27.14,0,1342.06,-1.22,0.09,-0.03,-0.01,0.30,0.70,-0.18,-0.63
30114686418,4,27.14,0,1342.06,-0.83,0.08,-0.03,0.01,0.30,0.70,-0.18,-0.63
30114813417,4,26.67,0,1342.06,-0.55,0.09,-0.05,0.03,0.30,0.70,-0.18,-0.63
30114936417,4,27.14,0,1344.94,7.27,0.07,-0.06,0.00,0.30,0.70,-0.18,-0.63
30115062980,4,26.67,0,1344.94,4.82,0.07,-0.06,0.02,0.30,0.70,-0.18,-0.63
30115186417,4,27.14,0,1344.94,3.30,0.09,-0.04,0.00,0.30,0.70,-0.18,-0.63
30115314076,4,27.14,0,1344.94,2.19,0.11,-0.05,0.06,0.30,0.70,-0.18,-0.63
30115436419,4,27.14,0,1344.94,1.50,0.10,-0.06,0.02,0.30,0.70,-0.18,-0.63
30115565005,4,27.14,0,1344.94,0.99,0.10,-0.05,0.02,0.30,0.70,-0.18,-0.63
30115686416,4,26.67,0,1344.94,0.68,0.09,-0.05,0.01,0.30,0.70,-0.18,-0.63
30115812812,4,27.14,0,1344.94,0.45,0.09,-0.06,0.01,0.30,0.70,-0.18,-0.63
30115936417,4,27.14,0,1341.00,-9.83,0.08,-0.05,0.00,0.30,0.70,-0.18,-0.63
30116061419,4,26.67,0,1341.00,-6.51,0.09,-0.04,0.01,0.30,0.70,-0.18,-0.63
30116186417,4,26.67,0,1341.00,-4.46,0.08,-0.04,-0.02,0.30,0.70,-0.18,-0.63
30116311416,4,27.14,0,1341.00,-2.95,0.07,-0.05,0.03,0.30,0.70,-0.18,-0.63
30116436418,4,26.67,0,1341.00,-2.02,0.09,-0.05,0.00,0.30,0.70,-0.18,-0.63
30116561419,4,27.14,0,1341.00,-1.34,0.09,-0.04,0.01,0.30,0.70,-0.18,-0.63
30116686417,4,27.14,0,1341.00,-0.91,0.09,-0.03,0.03,0.30,0.70,-0.18,-0.63
30116813169,4,27.14,0,1341.00,-0.60,0.08,-0.03,0.01,0.30,0.70,-0.18,-0.63
30116936417,4,27.14,0,1344.88,9.25,0.07,-0.06,-0.01,0.30,0.70,-0.18,-0.63
30117062810,4,26.67,0,1344.88,6.14,0.09,-0.04,0.04,0.30,0.70,-0.18,-0.63
30117186417,4,26.67,0,1344.88,4.20,0.08,-0.05,0.01,0.30,0.70,-0.18,-0.63
30117313879,4,27.14,0,1344.88,2.79,0.09,-0.07,-0.01,0.30,0.70,-0.18,-0.63
30117436417,4,27.14,0,1344.88,1.91,0.08,-0.06,-0.01,0.30,0.70,-0.18,-0.63
30117564989,4,27.14,0,1344.88,1.27,0.09,-0.07,0.00,0.30,0.70,-0.18,-0.63
30117686416,4,27.14,0,1344.88,0.87,0.09,-0.06,0.00,0.30,0.70,-0.18,-0.63
30117812821,4,27.14,0,1344.88,0.58,0.08,-0.05,0.00,0.30,0.70,-0.18,-0.63
30117936419,4,27.14,0,1342.81,-4.59,0.09,-0.05,0.02,0.30,0.70,-0.18,-0.63
30118061417,4,26.67,0,1342.81,-3.04,0.09,-0.04,0.01,0.30,0.70,-0.18,-0.63
30118186418,4,27.14,0,1342.81,-2.08,0.09,-0.04,0.00,0.30,0.70,-0.18,-0.63
30118311419,4,27.14,0,1342.81,-1.38,0.09,-0.04,0.01,0.30,0.70,-0.18,-0.63
30118436420,4,27.14,0,1342.81,-0.94,0.08,-0.03,0.00,0.30,0.70,-0.18,-0.63
30118561419,4,27.14,0,1342.81,-0.62,0.07,-0.05,0.01,0.30,0.70,-0.18,-0.63
30118686415,4,27.14,0,1342.81,-0.43,0.07,-0.05,0.00,0.30,0.70,-0.18,-0.63
30118813113,4,27.14,0,1342.81,-0.28,0.09,-0.03,0.01,0.30,0.70,-0.18,-0.63
30118936417,4,26.67,0,1342.12,-1.75,0.09,-0.03,0.02,0.30,0.70,-0.18,-0.63
30119061417,4,27.14,0,1342.12,-1.16,0.08,-0.03,0.02,0.30,0.70,-0.18,-0.63
30119186416,4,27.14,0,1342.12,-0.79,0.09,-0.04,0.02,0.30,0.70,-0.18,-0.63
30119311417,4,26.67,0,1342.12,-0.52,0.08,-0.03,0.00,0.30,0.70,-0.18,-0.63
30119436419,4,27.14,0,1342.12,-0.36,0.08,-0.06,0.00,0.30,0.70,-0.18,-0.63
30119561417,4,26.67,0,1342.12,-0.24,0.09,-0.05,0.01,0.30,0.70,-0.18,-0.63
30119686418,4,26.67,0,1342.12,-0.16,0.09,-0.06,0.01,0.30,0.70,-0.18,-0.63
30119812743,4,26.67,0,1342.12,-0.10,0.08,-0.05,0.02,0.30,0.70,-0.18,-0.63
30119936418,4,27.14,0,1341.94,-0.48,0.09,-0.06,0.03,0.30,0.70,-0.18,-0.63
30120061417,4,27.14,0,1341.94,-0.32,0.09,-0.05,0.02,0.30,0.70,-0.18,-0.63
30120186418,4,26.67,0,1341.94,-0.22,0.10,-0.04,0.00,0.30,0.70,-0.18,-0.63
30120311419,4,26.67,0,1341.94,-0.14,0.09,-0.06,0.00,0.30,0.70,-0.18,-0.63
30120436419,4,27.14,0,1341.94,-0.10,0.10,-0.06,0.00,0.30,0.70,-0.18,-0.63
30120561419,4,27.14,0,1341.94,-0.06,0.10,-0.06,0.00,0.30,0.70,-0.18,-0.63
30120686417,4,27.14,0,1341.94,-0.04,0.10,-0.03,0.00,0.30,0.70,-0.18,-0.63
30120813119,4,26.67,0,1342.06,0.36,0.10,-0.04,0.03,0.30,0.70,-0.18,-0.63
30120936416,4,27.14,0,1342.06,0.25,0.08,-0.04,0.02,0.30,0.70,-0.18,-0.63
30121062646,4,26.67,0,1342.06,0.17,0.09,-0.04,0.00,0.30,0.70,-0.18,-0.63
30121186417,4,27.14,0,1342.06,0.12,0.09,-0.07,0.02,0.30,0.70,-0.18,-0.63
30121313640,4,26.67,0,1342.06,0.08,0.09,-0.04,0.01,0.30,0.70,-0.18,-0.63
30121436417,4,27.14,0,1342.06,0.06,0.08,-0.03,0.03,0.30,0.70,-0.18,-0.63
30121564741,4,26.67,0,1342.06,0.04,0.09,-0.05,0.01,0.30,0.70,-0.18,-0.63
30121686417,4,27.14,0,1342.06,0.03,0.10,-0.06,0.02,0.30,0.70,-0.18,-0.63
30121814008,4,27.14,0,1342.31,0.77,0.11,-0.05,0.00,0.30,0.70,-0.18,-0.63
30121936416,4,26.67,0,1342.31,0.53,0.08,-0.07,0.04,0.30,0.70,-0.18,-0.63
30122061417,4,27.14,0,1342.31,0.35,0.09,-0.06,0.01,0.30,0.70,-0.18,-0.63
30122186417,4,27.14,0,1342.31,0.24,0.07,-0.05,-0.01,0.30,0.70,-0.18,-0.63
30122311418,4,27.14,0,1342.31,0.16,0.09,-0.04,0.01,0.30,0.70,-0.18,-0.63
30122436418,4,27.14,0,1342.31,0.11,0.09,-0.04,0.01,0.30,0.70,-0.18,-0.63
30122561420,4,26.67,0,1342.31,0.08,0.09,-0.07,0.00,0.30,0.70,-0.18,-0.63
30122686416,4,27.14,0,1342.31,0.05,0.12,-0.04,0.00,0.30,0.70,-0.18,-0.63
30122812794,4,27.14,0,1342.38,0.21,0.09,-0.04,0.00,0.30,0.70,-0.18,-0.63
30122936416,4,27.14,0,1342.38,0.15,0.09,-0.06,0.00,0.30,0.70,-0.18,-0.63
30123062158,4,27.14,0,1342.38,0.10,0.08,-0.05,0.00,0.30,0.70,-0.18,-0.63
30123186414,4,27.14,0,1342.38,0.07,0.09,-0.04,0.01,0.30,0.70,-0.18,-0.63
30123313082,4,27.14,0,1342.38,0.05,0.09,-0.07,0.00,0.30,0.70,-0.18,-0.63
30123436415,4,26.67,0,1342.38,0.03,0.09,-0.05,0.00,0.30,0.70,-0.18,-0.63
30123564193,4,27.14,0,1342.38,0.02,0.10,-0.03,0.00,0.30,0.70,-0.18,-0.63
30123686417,4,27.14,0,1342.38,0.02,0.09,-0.06,0.00,0.30,0.70,-0.18,-0.63
30123816331,4,26.67,0,1343.62,3.44,0.09,-0.06,-0.01,0.30,0.70,-0.18,-0.63
30123936416,4,26.67,0,1343.62,2.36,0.09,-0.03,0.02,0.30,0.70,-0.18,-0.63
30124061418,4,27.14,0,1343.62,1.56,0.07,-0.07,-0.01,0.30,0.70,-0.18,-0.63
30124186416,4,27.14,0,1343.62,1.07,0.08,-0.03,0.01,0.30,0.70,-0.18,-0.63
30124311419,4,27.14,0,1343.62,0.71,0.10,-0.04,0.00,0.30,0.70,-0.18,-0.63
30124436415,4,27.14,0,1343.62,0.49,0.09,-0.03,0.03,0.30,0.70,-0.18,-0.63
30124561420,4,27.14,0,1343.62,0.33,0.06,-0.05,0.00,0.30,0.70,-0.18,-0.63
30124686418,4,27.14,0,1343.62,0.22,0.09,-0.05,0.02,0.30,0.70,-0.18,-0.63
30124812747,4,27.14,0,1344.06,1.31,0.08,-0.06,0.01,0.30,0.70,-0.18,-0.63
30124936415,4,27.14,0,1344.06,0.90,0.08,-0.05,0.02,0.30,0.70,-0.18,-0.63
30125061791,4,27.14,0,1344.06,0.60,0.07,-0.03,0.04,0.30,0.70,-0.18,-0.63
30125186416,4,26.67,0,1344.06,0.41,0.07,-0.05,0.02,0.30,0.70,-0.18,-0.63
30125312893,4,27.14,0,1344.06,0.27,0.10,-0.05,0.04,0.30,0.70,-0.18,-0.63
30125436417,4,27.14,0,1344.06,0.19,0.06,-0.05,0.02,0.30,0.70,-0.18,-0.63
30125563846,4,26.67,0,1344.06,0.13,0.09,-0.06,0.01,0.30,0.70,-0.18,-0.63
30125686417,4,27.14,0,1344.06,0.09,0.09,-0.05,0.00,0.30,0.70,-0.18,-0.63
30125816227,4,27.14,0,1342.38,-4.29,0.09,-0.03,0.00,0.30,0.70,-0.18,-0.63
30125936418,4,27.14,0,1342.38,-2.93,0.09,-0.05,0.02,0.30,0.70,-0.18,-0.63
30126061418,4,27.14,0,1342.38,-1.94,0.09,-0.04,0.00,0.30,0.70,-0.18,-0.63
30126186415,4,27.14,0,1342.38,-1.33,0.08,-0.07,-0.01,0.30,0.70,-0.18,-0.63
30126311420,4,27.14,0,1342.38,-0.88,0.09,-0.04,0.00,0.30,0.70,-0.18,-0.63
30126436404,4,27.14,0,1342.38,-0.60,0.09,-0.05,0.00,0.30,0.70,-0.18,-0.63
30126561419,4,27.14,0,1342.38,-0.40,0.09,-0.06,0.03,0.30,0.70,-0.18,-0.63
30126686403,4,27.14,0,1342.38,-0.27,0.10,-0.03,0.02,0.30,0.70,-0.18,-0.63
30126812745,4,27.14,0,1339.81,-6.57,0.09,-0.04,0.01,0.30,0.70,-0.18,-0.63
30126936404,4,27.14,0,1339.81,-4.49,0.09,-0.03,-0.01,0.30,0.70,-0.18,-0.63
30127061515,4,27.14,0,1339.81,-2.98,0.10,-0.06,0.00,0.30,0.70,-0.18,-0.63
30127186404,4,27.14,0,1339.81,-2.04,0.10,-0.04,0.00,0.30,0.70,-0.18,-0.63
30127312539,4,26.67,0,1339.81,-1.35,0.11,-0.06,0.03,0.30,0.70,-0.18,-0.63
30127436404,4,27.14,0,1339.81,-0.92,0.08,-0.05,0.00,0.30,0.70,-0.18,-0.63
30127563634,4,27.14,0,1339.81,-0.61,0.08,-0.05,0.01,0.30,0.70,-0.18,-0.63
30127686406,4,27.14,0,1339.81,-0.42,0.08,-0.06,0.00,0.30,0.70,-0.18,-0.63
30127816041,4,27.14,0,1343.44,8.21,0.10,-0.05,0.04,0.30,0.70,-0.18,-0.63
30127936405,4,26.67,0,1343.44,5.62,0.09,-0.06,0.03,0.30,0.70,-0.18,-0.63
30128062216,4,26.67,0,1343.44,3.73,0.09,-0.06,0.01,0.30,0.70,-0.18,-0.63
30128186404,4,27.14,0,1343.44,2.55,0.10,-0.05,0.00,0.30,0.70,-0.18,-0.63
30128311419,4,27.14,0,1343.44,1.69,0.09,-0.04,0.01,0.30,0.70,-0.18,-0.63
30128436404,4,27.14,0,1343.44,1.16,0.08,-0.03,0.01,0.30,0.70,-0.18,-0.63
30128561418,4,27.14,0,1343.44,0.77,0.09,-0.04,0.04,0.30,0.70,-0.18,-0.63
30128686404,4,27.14,0,1343.44,0.53,0.10,-0.06,-0.01,0.30,0.70,-0.18,-0.63
30128812752,4,27.14,0,1341.62,-3.76,0.08,-0.05,0.01,0.30,0.70,-0.18,-0.63
30128936418,4,27.14,0,1341.62,-2.57,0.09,-0.06,0.00,0.30,0.70,-0.18,-0.63
30129061417,4,27.14,0,1341.62,-1.70,0.09,-0.03,0.03,0.30,0.70,-0.18,-0.63
30129186418,4,27.14,0,1341.62,-1.16,0.11,-0.04,0.00,0.30,0.70,-0.18,-0.63
30129311448,4,27.14,0,1341.62,-0.77,0.09,-0.05,0.01,0.30,0.70,-0.18,-0.63
30129436418,4,27.14,0,1341.62,-0.53,0.08,-0.04,0.01,0.30,0.70,-0.18,-0.63
30129561416,4,27.14,0,1341.62,-0.35,0.09,-0.07,0.00,0.30,0.70,-0.18,-0.63
30129686418,4,27.14,0,1341.62,-0.24,0.09,-0.06,0.03,0.30,0.70,-0.18,-0.63
30129812725,4,27.14,0,1341.00,-1.53,0.08,-0.04,0.02,0.30,0.70,-0.18,-0.63
30129936419,4,27.14,0,1341.00,-1.04,0.09,-0.05,0.01,0.30,0.70,-0.18,-0.63
30130061419,4,26.67,0,1341.00,-0.69,0.09,-0.03,0.00,0.30,0.70,-0.18,-0.63
30130186420,4,27.14,0,1341.00,-0.47,0.06,-0.04,0.02,0.30,0.70,-0.18,-0.63
30130311418,4,27.14,0,1341.00,-0.31,0.09,-0.07,0.00,0.30,0.70,-0.18,-0.63
30130436418,4,27.14,0,1341.00,-0.21,0.09,-0.04,0.03,0.30,0.70,-0.18,-0.63
30130561417,4,27.14,0,1341.00,-0.14,0.08,-0.05,0.03,0.30,0.70,-0.18,-0.63
30130686419,4,26.67,0,1341.00,-0.09,0.08,-0.05,0.01,0.30,0.70,-0.18,-0.63
30130812813,4,27.14,0,1343.81,5.93,0.10,-0.04,0.02,0.30,0.70,-0.18,-0.63
30130936419,4,27.14,0,1343.81,4.06,0.08,-0.05,0.01,0.30,0.70,-0.18,-0.63
30131061416,4,27.14,0,1343.81,2.69,0.07,-0.05,0.01,0.30,0.70,-0.18,-0.63
30131186417,4,27.14,0,1343.81,1.84,0.08,-0.05,0.03,0.30,0.70,-0.18,-0.63
30131312231,4,27.14,0,1343.81,1.22,0.09,-0.05,-0.01,0.30,0.70,-0.18,-0.63
30131436418,4,27.14,0,1343.81,0.84,0.08,-0.06,0.02,0.30,0.70,-0.18,-0.63
30131563290,4,27.14,0,1343.81,0.56,0.09,-0.04,0.01,0.30,0.70,-0.18,-0.63
30131686419,4,27.14,0,1344.38,2.08,0.07,-0.06,0.01,0.30,0.70,-0.18,-0.63
30131815703,4,26.67,0,1344.38,1.38,0.09,-0.04,0.01,0.30,0.70,-0.18,-0.63
30131936418,4,27.14,0,1344.38,0.94,0.09,-0.04,0.01,0.30,0.70,-0.18,-0.63
30132064881,4,26.67,0,1344.38,0.63,0.08,-0.04,0.00,0.30,0.70,-0.18,-0.63
30132186419,4,27.14,0,1344.38,0.43,0.09,-0.04,0.02,0.30,0.70,-0.18,-0.63
30132311418,4,27.14,0,1344.38,0.29,0.09,-0.06,0.03,0.30,0.70,-0.18,-0.63
30132436418,4,27.14,0,1344.38,0.20,0.09,-0.06,0.02,0.30,0.70,-0.18,-0.63
30132561417,4,27.14,0,1344.38,0.13,0.12,-0.04,0.03,0.30,0.70,-0.18,-0.63
30132686419,4,26.67,0,1345.38,3.01,0.08,-0.08,0.04,0.30,0.70,-0.18,-0.63
30132812762,4,27.14,0,1345.38,2.00,0.09,-0.07,0.00,0.30,0.70,-0.18,-0.63
30132936418,4,26.67,0,1345.38,1.37,0.08,-0.05,0.01,0.30,0.70,-0.18,-0.63
30133061415,4,26.67,0,1345.38,0.91,0.08,-0.03,0.03,0.30,0.70,-0.18,-0.63
30133186418,4,27.14,0,1345.38,0.62,0.07,-0.06,0.02,0.30,0.70,-0.18,-0.63
30133312012,4,26.67,0,1345.38,0.41,0.09,-0.02,0.00,0.30,0.70,-0.18,-0.63
30133436415,4,27.14,0,1345.38,0.29,0.08,-0.06,0.02,0.30,0.70,-0.18,-0.63
30133562922,4,26.67,0,1345.38,0.19,0.09,-0.06,0.00,0.30,0.70,-0.18,-0.63
30133686416,4,26.67,0,1341.62,-10.49,0.09,-0.04,-0.02,0.30,0.70,-0.18,-0.63
30133815521,4,27.14,0,1341.62,-6.95,0.08,-0.05,0.00,0.30,0.70,-0.18,-0.63
30133936417,4,26.67,0,1341.62,-4.75,0.10,-0.06,0.04,0.30,0.70,-0.18,-0.63
30134064927,4,27.14,0,1341.62,-3.15,0.09,-0.05,0.00,0.30,0.70,-0.18,-0.63
30134186417,4,27.14,0,1341.62,-2.15,0.09,-0.07,0.03,0.30,0.70,-0.18,-0.63
30134311417,4,27.14,0,1341.62,-1.43,0.08,-0.03,-0.02,0.30,0.70,-0.18,-0.63
30134436417,4,26.67,0,1341.62,-0.98,0.10,-0.06,0.03,0.30,0.70,-0.18,-0.63
30134561417,4,26.67,0,1341.62,-0.65,0.09,-0.03,0.00,0.30,0.70,-0.18,-0.63
30134686417,4,26.67,0,1343.50,4.70,0.10,-0.04,0.01,0.30,0.70,-0.18,-0.63
30134812817,4,27.14,0,1343.50,3.12,0.08,-0.03,0.00,0.30,0.70,-0.18,-0.63
30134936418,4,27.14,0,1343.50,2.14,0.09,-0.06,0.01,0.30,0.70,-0.18,-0.63
30135061416,4,27.14,0,1343.50,1.42,0.12,-0.05,0.00,0.30,0.70,-0.18,-0.63
30135186417,4,26.67,0,1343.50,0.97,0.09,-0.06,0.01,0.30,0.70,-0.18,-0.63
30135311689,4,27.14,0,1343.50,0.65,0.07,-0.05,0.02,0.30,0.70,-0.18,-0.63
30135436417,4,27.14,0,1343.50,0.44,0.09,-0.04,0.02,0.30,0.70,-0.18,-0.63
30135562593,4,27.14,0,1343.50,0.30,0.09,-0.08,0.02,0.30,0.70,-0.18,-0.63
30135686418,4,27.14,0,1343.69,0.69,0.10,-0.05,0.03,0.30,0.70,-0.18,-0.63
30135815223,4,26.67,0,1343.69,0.46,0.07,-0.05,0.02,0.30,0.70,-0.18,-0.63
30135936417,4,26.67,0,1343.69,0.31,0.09,-0.03,0.02,0.30,0.70,-0.18,-0.63
30136064630,4,27.14,0,1343.69,0.21,0.08,-0.05,0.01,0.30,0.70,-0.18,-0.63
30136186419,4,26.67,0,1343.69,0.14,0.09,-0.03,0.02,0.30,0.70,-0.18,-0.63
30136311418,4,26.67,0,1343.69,0.10,0.08,-0.06,0.01,0.30,0.70,-0.18,-0.63
30136436418,4,27.14,0,1343.69,0.07,0.10,-0.03,0.02,0.30,0.70,-0.18,-0.63
30136561417,4,27.14,0,1343.69,0.05,0.08,-0.03,0.01,0.30,0.70,-0.18,-0.63
30136686415,4,27.14,0,1343.44,-0.59,0.09,-0.06,0.01,0.30,0.70,-0.18,-0.63
30136812816,4,27.14,0,1343.44,-0.39,0.09,-0.05,0.03,0.30,0.70,-0.18,-0.63
30136936417,4,27.14,0,1343.44,-0.27,0.08,-0.09,0.00,0.30,0.70,-0.18,-0.63
30137061418,4,27.14,0,1343.44,-0.17,0.08,-0.03,0.03,0.30,0.70,-0.18,-0.63
30137186417,4,26.67,0,1343.44,-0.12,0.09,-0.04,0.01,0.30,0.70,-0.18,-0.63
30137311418,4,27.14,0,1343.44,-0.08,0.10,-0.03,0.02,0.30,0.70,-0.18,-0.63
30137436416,4,27.14,0,1343.44,-0.05,0.09,-0.06,0.01,0.30,0.70,-0.18,-0.63
30137562244,4,26.67,0,1343.44,-0.03,0.09,-0.05,0.02,0.30,0.70,-0.18,-0.63
30137686418,4,26.67,0,1342.19,-3.04,0.09,-0.05,0.01,0.30,0.70,-0.18,-0.63
30137814637,4,27.14,0,1342.19,-2.01,0.08,-0.03,0.03,0.30,0.70,-0.18,-0.63
30137936418,4,26.67,0,1342.19,-1.38,0.10,-0.03,0.00,0.30,0.70,-0.18,-0.63
30138064258,4,26.67,0,1342.19,-0.91,0.08,-0.06,0.03,0.30,0.70,-0.18,-0.63
30138186418,4,27.14,0,1342.19,-0.62,0.08,-0.05,0.00,0.30,0.70,-0.18,-0.63
30138314925,4,26.67,0,1342.19,-0.41,0.10,-0.03,0.02,0.30,0.70,-0.18,-0.63
30138436419,4,26.67,0,1342.19,-0.28,0.09,-0.05,0.01,0.30,0.70,-0.18,-0.63
30138561417,4,27.14,0,1342.19,-0.18,0.08,-0.06,0.00,0.30,0.70,-0.18,-0.63
30138686418,4,26.67,0,1346.38,9.68,0.10,-0.03,-0.02,0.30,0.70,-0.18,-0.63
30138812827,4,27.14,0,1346.38,6.42,0.09,-0.04,0.03,0.30,0.70,-0.18,-0.63
30138936418,4,27.14,0,1346.38,4.39,0.09,-0.03,0.00,0.30,0.70,-0.18,-0.63
30139061419,4,26.67,0,1346.38,2.91,0.10,-0.06,0.01,0.30,0.70,-0.18,-0.63
30139186415,4,27.14,0,1346.38,2.00,0.08,-0.04,0.00,0.30,0.70,-0.18,-0.63
30139311417,4,27.14,0,1346.38,1.32,0.07,-0.05,0.02,0.30,0.70,-0.18,-0.63
30139436415,4,27.14,0,1346.38,0.91,0.09,-0.04,0.01,0.30,0.70,-0.18,-0.63
30139561599,4,27.14,0,1346.38,0.60,0.09,-0.05,0.01,0.30,0.70,-0.18,-0.63
30139686420,4,27.14,0,1343.25,-6.46,0.10,-0.05,0.02,0.30,0.70,-0.18,-0.63
30139813465,4,27.14,0,1343.25,-4.28,0.09,-0.05,0.01,0.30,0.70,-0.18,-0.63
30139936419,4,27.14,0,1343.25,-2.93,0.09,-0.07,-0.01,0.30,0.70,-0.18,-0.63
30140061417,4,27.14,0,1343.25,-1.94,0.09,-0.04,0.02,0.30,0.70,-0.18,-0.63
